id_pista,fecha_carrera,numero_carrera,id_caballo,distancia,tipo_terreno,condicion_de_la_pista,distancia_en_pies,tipo_carrera,dinero_dos_decimales_USD,hora_de_carrera,peso_llevado,jockey,posibilidades_de_ganar,posicion
BEL,03/07/2019,7,7,850,I,2,90,AOC,87000,445,124,Dylan Davis,1670,6
SAR,26/07/2019,4,2,900,D,5,77,AOC,95000,249,122,Ricardo Santana Jr.,1110,5
AQU,15/11/2019,7,4,600,O,2,45,CLM,48000,256,117,Declan Carroll,1940,6
BEL,25/05/2019,8,8,650,D,3,56,MSW,62000,520,124,Jose L. Ortiz,160,3
SAR,25/07/2019,3,6,900,D,3,77,AOC,80000,151,123,Jose L. Ortiz,100,2
SAR,28/07/2019,3,3,550,T,2,54,STR,60000,206,122,John R. Velazquez,210,1
SAR,28/08/2019,2,5,600,D,3,50,SOC,52000,122,125,Ricardo Santana Jr.,250,2
AQU,15/12/2019,2,4,800,D,5,54,CLM,31000,1259,121,Manuel Franco,235,5
BEL,11/05/2019,3,11,600,I,2,170,ALW,82000,234,123,Javier Castellano,1300,5
BEL,11/05/2019,3,11,600,I,2,170,ALW,82000,234,123,Javier Castellano,1300,5
BEL,20/06/2019,7,8,800,D,4,52,CLM,44000,614,124,Irad Ortiz Jr.,370,4
SAR,28/07/2019,3,3,550,T,2,54,STR,60000,206,122,John R. Velazquez,210,1
BEL,18/09/2019,4,3,600,I,2,135,CLM,44000,435,121,John R. Velazquez,1230,6
BEL,21/09/2019,8,6,800,T,2,142,STK,200000,442,126,Joe Bravo,305,3
AQU,01/02/2019,2,2,700,D,3,45,MSW,68000,123,123,Dylan Davis,760,5
AQU,07/02/2019,3,4,700,D,5,44,MSW,60000,153,121,Manuel Franco,470,2
AQU,12/04/2019,4,7,600,O,2,48,MCL,41000,305,125,Dylan Davis,290,2
AQU,01/03/2019,4,8,800,D,3,54,MSW,60000,230,119,Joey R. Martinez,3550,1
AQU,22/12/2019,10,1,650,D,3,54,CLM,36000,416,122,Oscar Gomez,3450,9
BEL,04/05/2019,2,11,600,D,4,48,MCL,41000,1231,124,Dylan Davis,210,4
BEL,17/05/2019,9,9,600,I,1,138,MCL,41000,544,124,Jose Lezcano,315,1
SAR,27/07/2019,12,10,800,I,2,36,CLM,48000,723,123,Luis Saez,590,9
AQU,24/03/2019,7,8,700,D,3,44,ALW,64000,503,116,Joey R. Martinez,3125,8
AQU,20/04/2019,7,5,800,D,4,54,ALW,66000,442,119,Joey R. Martinez,3150,5
BEL,09/06/2019,8,2,800,T,2,72,ALW,66000,519,126,Dylan Davis,6025,9
BEL,29/06/2019,4,5,700,D,3,50,CLM,42000,308,119,Benjamin Hernandez,4525,6
SAR,14/08/2019,8,5,700,D,3,32,CLM,52000,434,124,Dylan Davis,3300,7
AQU,29/11/2019,5,2,850,T,1,192,STK,150000,150,123,Julian Pimentel,780,5
AQU,26/01/2019,7,3,800,D,3,54,CLM,28000,323,122,Hector Rafael Diaz Jr.,11125,9
AQU,09/02/2019,5,5,600,D,3,50,ALW,70000,301,124,Manuel Franco,265,2
AQU,09/03/2019,6,5,650,D,3,32,CLM,28000,307,120,Harry Hernandez,4475,5
AQU,06/12/2019,4,6,650,D,3,52,CLM,28000,117,120,Luis A. Rodriguez Castro,2230,2
SAR,13/07/2019,5,17,550,T,1,85,ALW,92000,324,124,Manuel Franco,190,5
AQU,17/04/2019,5,6,600,D,3,48,CLM,48000,336,120,Irad Ortiz Jr.,55,2
AQU,25/01/2019,5,3,800,D,1,52,CLM,20000,227,123,Carlos J. Hernandez,7900,7
AQU,19/04/2019,2,1,700,D,3,44,CLM,28000,200,119,Samuel Camacho Jr.,1670,3
SAR,28/07/2019,9,3,550,T,2,54,STR,75000,529,119,Jose L. Ortiz,830,9
AQU,13/04/2019,8,6,900,D,5,85,STK,200000,521,120,Eric Cancel,330,2
SAR,10/08/2019,6,1,550,T,2,48,ALW,92000,401,124,Manuel Franco,1340,6
SAR,21/07/2019,13,6,900,D,3,76,STK,200000,720,118,John R. Velazquez,1800,5
AQU,06/12/2019,8,15,600,D,3,48,AOC,70000,317,117,Julio Correa,2875,2
BEL,02/05/2019,7,5,650,D,3,63,CLM,50000,445,125,Silvestre Gonzalez,550,2
BEL,18/05/2019,10,4,650,D,3,40,AOC,70000,457,121,Eric Cancel,1650,4
BEL,12/06/2019,8,8,700,T,2,126,AOC,70000,518,121,Irad Ortiz Jr.,960,9
SAR,08/08/2019,2,7,600,D,3,54,CLM,52000,138,124,Manuel Franco,600,2
BEL,02/10/2019,4,1,850,T,2,171,CLM,50000,259,122,Jose L. Ortiz,120,4
AQU,23/11/2019,4,5,650,D,3,54,CLM,28000,123,117,Declan Carroll,540,7
SAR,31/07/2019,9,3,700,D,3,30,STK,100000,551,120,Julien R. Leparoux,175,3
BEL,11/05/2019,9,4,600,D,3,52,STK,150000,553,124,Javier Castellano,860,4
BEL,06/07/2019,8,5,700,D,3,56,STK,300000,505,116,Eric Cancel,2450,3
SAR,12/07/2019,6,3,900,D,3,80,CLM,70000,404,125,Javier Castellano,365,4
SAR,02/08/2019,4,7,800,I,2,117,AOC,83000,248,122,Jose L. Ortiz,1040,5
SAR,11/08/2019,2,4,900,I,2,63,STR,75000,134,123,Irad Ortiz Jr.,1280,6
AQU,02/11/2019,1,5,600,D,3,40,CLM,48000,1200,124,Jose Lezcano,390,5
AQU,24/11/2019,4,6,700,D,4,45,CLM,40000,150,124,Jose Lezcano,490,2
AQU,28/12/2019,5,1,650,D,3,52,CLM,46000,223,124,Jose Lezcano,440,6
BEL,13/06/2019,8,3,650,D,4,54,ALW,82000,646,125,John R. Velazquez,165,2
AQU,19/01/2019,5,2,700,D,3,40,STK,100000,229,126,Dylan Davis,165,2
AQU,09/03/2019,8,3,600,D,3,45,STK,200000,409,122,Dylan Davis,200,4
BEL,06/07/2019,2,11,850,T,2,166,MCL,41000,134,125,Luis R. Reyes,1170,6
SAR,09/08/2019,9,5,600,D,3,48,STK,100000,526,124,Rajiv Maragh,550,6
AQU,08/03/2019,5,5,600,D,3,45,AOC,67000,304,125,Andre Shivnarine Worrie,130,2
BEL,05/10/2019,9,5,1200,T,2,36,STK,500000,450,126,Junior Alvarado,400,1
SAR,27/07/2019,10,1,1100,I,2,126,STK,250000,619,122,Florent Geroux,380,3
AQU,30/11/2019,9,9,1100,T,1,62,STK,400000,346,124,Joe Bravo,800,7
BEL,14/09/2019,2,1,850,I,2,66,MCL,41000,134,124,Michael J. Luzzi,840,6
BEL,28/04/2019,4,6,1000,I,6,93,ALW,90000,308,127,Robbie G. Davis,4100,6
BEL,30/05/2019,6,4,600,D,1,48,CLM,55000,542,123,Irad Ortiz Jr.,260,3
SAR,01/08/2019,2,1,600,D,3,52,STR,60000,136,118,Irad Ortiz Jr.,330,6
SAR,18/08/2019,2,6,700,D,1,32,CLM,38000,134,124,Irad Ortiz Jr.,400,7
AQU,13/04/2019,5,7,650,D,5,38,CLM,48000,337,122,Michael J. Luzzi,750,3
BEL,02/05/2019,7,4,650,D,3,63,CLM,50000,445,123,Michael J. Luzzi,2170,8
AQU,25/01/2019,9,9,550,D,1,51,CLM,28000,429,117,Reylu Gutierrez,270,3
AQU,15/02/2019,8,7,600,D,3,45,CLM,28000,441,115,Reylu Gutierrez,100,2
SAR,24/07/2019,5,6,700,D,3,32,CLM,50000,316,124,Ricardo Santana Jr.,1260,3
AQU,11/11/2019,4,17,600,D,3,38,CLM,46000,124,124,Silvestre Gonzalez,720,3
BEL,06/09/2019,5,14,600,D,4,76,AOC,70000,508,121,Silvestre Gonzalez,360,1
BEL,28/09/2019,1,7,650,D,3,44,AOC,70000,100,123,Silvestre Gonzalez,1610,6
BEL,19/10/2019,7,6,650,D,3,56,STK,150000,342,120,Kendrick Carmouche,6050,6
AQU,15/03/2019,1,5,800,D,3,54,MCL,33000,130,121,Luis R. Reyes,290,3
AQU,06/12/2019,4,8,650,D,3,52,CLM,28000,117,122,Hector Rafael Diaz Jr.,300,5
BEL,16/06/2019,8,2,800,T,2,108,STK,300000,518,116,Irad Ortiz Jr.,1360,2
SAR,12/07/2019,9,3,800,I,6,78,STK,150000,551,118,Luis Saez,1280,2
SAR,10/08/2019,9,8,800,I,2,36,STK,500000,549,117,Luis Saez,1570,6
AQU,01/01/2019,9,1,600,D,1,48,CLM,25000,420,120,Harry Hernandez,5100,9
AQU,18/02/2019,6,5,800,D,3,54,AOC,64000,326,121,Carlos J. Hernandez,3350,4
AQU,11/11/2019,1,7,850,T,2,88,CLM,57000,1200,116,Benjamin Hernandez,9650,7
BEL,26/05/2019,3,5,800,D,3,52,ALW,66000,234,116,Benjamin Hernandez,1760,4
SAR,16/08/2019,8,1,900,D,3,81,AOC,80000,446,116,Benjamin Hernandez,6550,7
AQU,23/02/2019,9,2,600,D,3,45,CLM,25000,457,119,Oscar Gomez,10975,10
AQU,14/11/2019,6,7,600,O,2,44,AOC,70000,250,120,Manuel Franco,540,1
AQU,29/11/2019,6,10,600,O,1,52,ALW,75000,220,122,Jose Lezcano,195,1
AQU,28/12/2019,4,4,900,D,3,82,STK,100000,157,121,Manuel Franco,420,2
AQU,06/01/2019,8,1,700,D,5,45,AOC,67000,428,119,Junior Alvarado,480,2
AQU,27/01/2019,5,3,600,D,3,45,AOC,67000,232,121,Junior Alvarado,235,3
AQU,10/04/2019,5,3,600,D,3,50,AOC,70000,336,120,Junior Alvarado,680,5
AQU,08/11/2019,4,3,600,D,3,40,AOC,70000,149,120,Junior Alvarado,750,6
BEL,05/05/2019,7,5,850,D,4,44,ALW,66000,445,125,Irad Ortiz Jr.,330,1
BEL,12/09/2019,5,8,650,D,3,38,AOC,70000,509,121,Jose Lezcano,470,7
BEL,26/05/2019,6,2,850,D,3,46,AOC,70000,412,124,Manuel Franco,700,1
SAR,07/08/2019,9,4,900,D,3,78,STK,101200,507,122,Manuel Franco,1030,2
SAR,11/07/2019,4,1,800,I,2,78,CLM,50000,248,123,Joel Rosario,1080,4
SAR,02/08/2019,6,6,850,T,2,108,CLM,50000,404,123,Joel Rosario,840,3
BEL,11/10/2019,6,7,600,D,3,60,ALW,66000,411,121,Jose Lezcano,520,5
AQU,28/02/2019,2,4,800,D,3,54,STR,55000,122,122,Eric Cancel,1450,3
AQU,30/03/2019,2,3,600,D,3,45,SST,55000,203,122,Oscar Gomez,5750,6
AQU,06/12/2019,4,1,650,D,3,52,CLM,28000,117,122,Oscar Gomez,6675,7
BEL,14/10/2019,4,2,600,D,3,64,CLM,36000,257,116,Joey R. Martinez,1820,5
AQU,08/02/2019,7,2,600,D,4,48,ALW,64000,400,118,Reylu Gutierrez,280,2
AQU,05/04/2019,5,4,650,D,3,36,ALW,66000,338,126,Reylu Gutierrez,630,3
BEL,26/04/2019,9,2,700,D,4,45,ALW,66000,613,125,Joe Bravo,235,5
BEL,06/09/2019,3,1,700,D,4,44,CLM,50000,404,123,Manuel Franco,245,8
AQU,21/02/2019,5,6,650,D,4,38,MCL,41000,301,112,Heman K. Harkie,80,1
AQU,03/11/2019,7,7,800,D,3,54,AOC,80000,253,114,Joey R. Martinez,1160,2
AQU,22/12/2019,9,5,600,D,3,52,STK,100000,347,122,Joey R. Martinez,3300,6
AQU,05/04/2019,2,1,600,D,3,48,MSW,70000,201,125,Irad Ortiz Jr.,150,2
AQU,17/02/2019,7,4,800,D,3,54,STK,100000,410,120,Junior Alvarado,215,3
AQU,08/11/2019,7,9,800,D,3,54,AOC,70000,317,121,Junior Alvarado,1020,7
AQU,21/11/2019,6,8,850,O,1,41,CLM,46000,319,120,Reylu Gutierrez,2450,7
AQU,28/12/2019,4,2,900,D,3,82,STK,100000,157,121,Reylu Gutierrez,1050,4
BEL,19/06/2019,8,6,850,D,1,45,AOC,85000,518,122,Junior Alvarado,250,3
BEL,30/06/2019,7,5,850,D,3,45,STK,100000,445,118,Javier Castellano,790,4
BEL,19/09/2019,6,3,850,D,3,45,AOC,70000,537,122,Jose Lezcano,610,6
SAR,07/08/2019,9,6,900,D,3,78,STK,101200,507,118,Jose Lezcano,2370,7
AQU,17/03/2019,7,4,600,D,3,40,CLM,28000,459,122,Luis R. Reyes,6850,7
AQU,01/01/2019,4,3,900,D,5,101,AOC,80000,150,122,Junior Alvarado,395,2
AQU,26/01/2019,8,1,900,D,3,92,STK,100000,351,122,Rafael Manuel Hernandez,2775,6
AQU,07/02/2019,7,1,800,D,5,52,AOC,80000,359,122,Manuel Franco,1250,4
AQU,02/03/2019,8,3,1050,D,3,36,STK,100000,450,120,Ruben Silvera,3125,5
AQU,06/04/2019,7,2,900,D,3,84,STK,150000,411,118,Ruben Silvera,8925,6
BEL,02/05/2019,8,5,700,D,3,46,AOC,87000,518,118,Ruben Silvera,8375,6
BEL,16/05/2019,7,17,1000,I,6,90,AOC,90000,614,122,Ruben Silvera,2200,4
BEL,19/06/2019,8,5,850,D,1,45,AOC,85000,518,122,Ruben Silvera,2950,5
BEL,13/10/2019,5,8,850,I,2,52,AOC,80000,332,122,Junior Alvarado,1500,4
SAR,12/07/2019,6,5,900,D,3,80,CLM,70000,404,123,Kendrick Carmouche,1570,7
AQU,16/11/2019,9,3,800,T,2,65,ALW,75000,353,123,Rajiv Maragh,470,5
BEL,04/05/2019,4,8,1100,T,7,90,STK,200000,139,118,Adam Beschizza,900,5
BEL,07/06/2019,9,5,1000,I,2,76,STK,600000,519,119,Florent Geroux,4425,5
BEL,19/10/2019,9,1,850,I,2,76,STK,200000,448,121,Luis Saez,2600,2
SAR,18/08/2019,9,4,900,D,3,81,STK,100000,542,124,Joel Rosario,500,2
AQU,02/03/2019,5,6,600,D,3,45,CLM,28000,312,122,Carlos J. Hernandez,3375,5
AQU,10/03/2019,2,1,800,D,4,54,CLM,28000,202,120,Carlos J. Hernandez,2550,4
BEL,10/05/2019,1,3,650,D,3,47,CLM,28000,130,116,Joey R. Martinez,1700,3
SAR,19/07/2019,8,5,600,D,3,48,AOC,98000,515,121,Christopher P. DeCarlo,590,5
SAR,11/07/2019,7,3,900,I,6,90,AOC,83000,439,126,Rajiv Maragh,1570,4
SAR,01/08/2019,7,9,800,I,2,92,AOC,83000,441,124,Rajiv Maragh,640,1
SAR,30/08/2019,5,6,800,I,2,20,STR,75000,310,123,Rajiv Maragh,1180,3
BEL,29/09/2019,7,5,850,D,3,48,AOC,80000,411,124,Irad Ortiz Jr.,1620,3
AQU,09/02/2019,2,6,700,D,3,44,CLM,20000,124,121,Manuel Franco,125,5
SAR,08/08/2019,1,1,900,D,3,77,STR,40000,102,126,Irad Ortiz Jr.,65,1
AQU,13/01/2019,2,6,900,D,3,84,AOC,75000,122,123,Manuel Franco,245,2
AQU,02/03/2019,8,5,1050,D,3,36,STK,100000,450,120,Dylan Davis,80,7
AQU,08/12/2019,9,5,600,D,3,40,STK,200000,347,127,Joel Rosario,440,2
AQU,01/02/2019,4,5,600,D,3,40,AOC,75000,223,123,Junior Alvarado,290,1
BEL,13/09/2019,7,4,600,I,2,171,AOC,85000,615,123,Kendrick Carmouche,690,5
AQU,11/01/2019,8,6,650,D,3,33,MCL,33000,429,123,Harry Hernandez,2725,2
AQU,26/01/2019,10,2,800,D,3,54,MCL,33000,449,123,Harry Hernandez,1130,3
AQU,18/02/2019,3,8,800,D,3,54,MCL,33000,153,121,Luis R. Reyes,225,3
AQU,07/04/2019,1,6,800,D,3,54,MCL,33000,130,125,Luis R. Reyes,1500,5
AQU,24/02/2019,6,5,700,D,4,52,AOC,75000,330,116,Reylu Gutierrez,710,3
AQU,20/01/2019,2,3,800,D,4,54,AOC,64000,119,122,Eric Cancel,970,6
AQU,03/02/2019,1,1,800,D,3,54,ALW,70000,1250,123,Carlos J. Hernandez,5000,5
AQU,17/03/2019,5,6,900,D,3,82,AOC,64000,356,121,Hector Rafael Diaz Jr.,5375,5
AQU,19/04/2019,5,8,850,T,2,88,ALW,66000,337,124,Hector Rafael Diaz Jr.,16900,11
BEL,20/06/2019,4,1,800,D,5,52,ALW,66000,442,123,Hector Rafael Diaz Jr.,3400,5
AQU,13/12/2019,7,1,650,D,1,52,AOC,67000,329,115,Julio Correa,880,2
SAR,28/07/2019,5,10,800,I,2,84,CLM,48000,314,123,Luis Saez,305,2
SAR,02/09/2019,5,11,900,D,4,81,STR,60000,240,124,Manuel Franco,520,5
AQU,17/11/2019,3,4,800,D,3,54,CLM,36000,102,119,Declan Carroll,410,1
AQU,16/11/2019,5,4,900,O,2,36,ALW,66000,154,121,Irad Ortiz Jr.,185,1
BEL,22/09/2019,10,6,800,T,2,142,ALW,66000,546,121,Manuel Franco,860,2
SAR,02/08/2019,6,9,850,T,2,108,CLM,50000,404,123,Ricardo Santana Jr.,950,7
AQU,01/01/2019,9,10,600,D,1,48,CLM,25000,420,120,Luis R. Reyes,2370,2
AQU,03/02/2019,3,1,600,D,3,34,CLM,46000,150,119,Luis R. Reyes,1450,5
AQU,26/01/2019,7,10,800,D,3,54,CLM,28000,323,115,Joey R. Martinez,4625,3
AQU,14/12/2019,4,6,800,D,4,54,ALW,64000,155,123,Eric Cancel,500,4
AQU,31/12/2019,6,5,700,D,4,48,ALW,64000,304,122,Eric Cancel,2000,3
BEL,05/05/2019,7,2,850,D,4,44,ALW,66000,445,123,Jose L. Ortiz,770,5
SAR,21/07/2019,10,3,700,D,3,30,AOC,95000,543,122,Javier Castellano,1070,6
AQU,19/01/2019,6,5,800,D,3,54,CLM,28000,301,122,Carlos J. Hernandez,1560,2
AQU,31/03/2019,1,2,600,D,1,45,CLM,32000,130,120,Luis R. Reyes,1400,5
AQU,10/03/2019,8,3,800,D,4,54,STK,150000,519,124,Manuel Franco,115,1
AQU,12/01/2019,2,3,550,D,3,54,CLM,32000,100,121,Manuel Franco,180,3
AQU,19/01/2019,3,1,700,D,3,40,CLM,50000,132,121,Silvestre Gonzalez,320,7
AQU,08/02/2019,3,1,600,D,4,48,CLM,46000,156,119,Ruben Silvera,640,5
AQU,06/04/2019,11,1,800,D,3,54,ALW,75000,641,126,John R. Velazquez,240,2
AQU,20/04/2019,4,6,700,D,4,44,CLM,38000,306,117,Benjamin Hernandez,3275,4
AQU,20/01/2019,2,6,800,D,4,54,AOC,64000,119,124,Luis R. Reyes,440,4
BEL,19/06/2019,3,5,600,D,1,66,CLM,28000,234,116,Heman K. Harkie,1800,7
AQU,30/03/2019,2,7,600,D,3,45,SST,55000,203,122,Eric Cancel,700,1
AQU,07/11/2019,3,5,850,T,2,72,CLM,44000,118,124,Luis Saez,890,1
AQU,19/04/2019,4,2,600,D,3,48,AOC,70000,303,119,Eric Cancel,520,6
AQU,07/11/2019,7,5,600,D,3,38,AOC,70000,319,120,Luis Saez,1470,3
AQU,15/12/2019,7,6,650,D,5,52,AOC,67000,319,120,Reylu Gutierrez,1720,3
BEL,02/05/2019,7,9,650,D,3,63,CLM,50000,445,125,Eric Cancel,105,1
AQU,30/03/2019,10,2,700,D,3,44,SST,80000,624,124,Kendrick Carmouche,990,1
AQU,02/02/2019,7,4,600,D,3,42,CLM,20000,330,116,Benjamin Hernandez,245,2
AQU,30/03/2019,6,6,600,D,3,45,SST,55000,418,124,Harry Hernandez,620,6
AQU,22/12/2019,9,4,600,D,3,52,STK,100000,347,124,Jorge A. Vargas Jr.,660,4
AQU,08/12/2019,2,7,600,D,3,63,CLM,32000,1220,120,Samuel Camacho Jr.,830,8
AQU,28/12/2019,2,2,650,D,3,52,CLM,36000,1259,120,Samuel Camacho Jr.,4800,6
BEL,26/04/2019,1,5,600,D,5,63,CLM,28000,130,123,Manuel Franco,170,1
BEL,26/05/2019,1,2,650,D,3,58,CLM,28000,130,125,Manuel Franco,125,2
SAR,30/08/2019,4,1,600,D,3,48,AOC,98000,238,120,John R. Velazquez,140,1
BEL,13/06/2019,3,1,600,D,4,72,CLM,32000,410,123,Joel Rosario,155,3
AQU,18/01/2019,1,5,600,D,3,48,STR,55000,1251,124,Jose Lezcano,340,3
SAR,02/08/2019,2,3,700,D,3,30,CLM,32000,136,122,Jose L. Ortiz,90,3
BEL,22/06/2019,5,6,800,T,1,126,WCL,39000,340,124,Irad Ortiz Jr.,95,3
BEL,30/06/2019,8,4,850,I,2,76,CLM,45000,518,124,Eric Cancel,305,4
SAR,08/08/2019,3,17,850,I,2,20,CLM,55000,211,124,Irad Ortiz Jr.,170,1
BEL,23/10/2019,3,5,850,D,5,48,CLM,32000,223,119,Declan Carroll,290,2
SAR,11/07/2019,1,2,950,D,3,48,CLM,32000,102,123,Irad Ortiz Jr.,470,1
SAR,09/08/2019,7,6,700,D,3,32,CLM,52000,425,124,Tyler Gaffalione,1470,8
BEL,08/06/2019,13,6,1200,D,3,78,STK,400000,800,121,Joel Rosario,570,2
BEL,06/07/2019,10,3,1000,D,3,72,STK,700000,620,121,Joel Rosario,800,8
AQU,03/11/2019,2,10,800,T,1,76,ALW,66000,1229,121,Irad Ortiz Jr.,510,2
AQU,18/01/2019,1,4,600,D,3,48,STR,55000,1251,124,Dylan Davis,155,1
AQU,30/03/2019,2,5,600,D,3,45,SST,55000,203,124,Dylan Davis,80,2
SAR,07/08/2019,1,2,1650,M,2,0,STK,75000,1250,150,Mark Watts,540,4
BEL,19/10/2019,4,3,850,T,2,171,STK,200000,159,123,Jose Lezcano,175,2
BEL,09/06/2019,8,7,800,T,2,72,ALW,66000,519,124,Jose L. Ortiz,1340,6
AQU,25/01/2019,9,10,550,D,1,51,CLM,28000,429,117,Benjamin Hernandez,8800,8
AQU,10/04/2019,7,10,600,D,3,45,CLM,28000,453,119,Benjamin Hernandez,7825,7
BEL,03/05/2019,2,1,800,T,1,112,CLM,39000,204,117,Benjamin Hernandez,4100,8
BEL,15/06/2019,3,1,600,I,2,175,CLM,39000,238,116,Benjamin Hernandez,1490,2
BEL,26/06/2019,7,1,600,T,2,72,ALW,66000,454,116,Benjamin Hernandez,1140,6
BEL,18/10/2019,6,9,700,T,1,90,ALW,66000,409,121,Manuel Franco,365,3
SAR,14/08/2019,4,10,900,T,2,111,ALW,80000,226,123,Manuel Franco,1020,4
AQU,09/03/2019,2,1,800,D,3,52,CLM,36000,1252,117,Reylu Gutierrez,540,6
AQU,09/03/2019,8,5,600,D,3,45,STK,200000,409,116,Junior Alvarado,345,3
AQU,30/03/2019,10,11,700,D,3,44,SST,80000,624,124,Junior Alvarado,220,10
BEL,26/04/2019,8,1,600,D,4,63,STK,100000,541,124,Rajiv Maragh,540,5
SAR,02/08/2019,8,7,900,D,3,74,STK,100000,515,124,Irad Ortiz Jr.,640,4
SAR,01/09/2019,12,13,850,I,2,22,ALW,80000,641,121,Manuel Franco,1730,3
AQU,13/01/2019,5,2,600,D,3,48,CLM,28000,259,116,Joey R. Martinez,1450,6
AQU,23/02/2019,1,2,800,D,3,54,CLM,36000,1250,113,Joey R. Martinez,550,4
BEL,19/06/2019,8,1,850,D,1,45,AOC,85000,518,122,Luis Saez,510,6
SAR,21/07/2019,10,4,700,D,3,30,AOC,95000,543,115,Joey R. Martinez,2825,5
BEL,08/06/2019,5,4,850,D,3,44,STK,700000,203,117,Tyler Baze,510,4
AQU,05/01/2019,4,2,650,D,4,32,MSW,60000,158,121,Manuel Franco,355,5
AQU,16/11/2019,7,6,650,D,3,54,ALW,66000,255,122,Manuel Franco,3275,4
AQU,20/11/2019,8,2,700,D,3,45,AOC,80000,348,124,Manuel Franco,530,6
BEL,02/10/2019,6,3,700,D,3,45,CLM,55000,405,123,Manuel Franco,320,1
SAR,12/07/2019,6,2,900,D,3,80,CLM,70000,404,125,Luis Saez,155,6
AQU,06/12/2019,7,1,600,D,3,48,ALW,66000,247,122,Reylu Gutierrez,2170,2
AQU,28/12/2019,8,13,600,D,3,40,ALW,64000,348,122,Reylu Gutierrez,1380,10
BEL,08/06/2019,12,10,900,I,2,72,AOC,95000,728,122,Jose Lezcano,840,3
BEL,13/10/2019,5,3,850,I,2,52,AOC,80000,332,122,Jose Lezcano,385,5
SAR,17/08/2019,5,7,1100,I,1,270,AOC,95000,316,122,Jose Lezcano,610,3
BEL,15/06/2019,6,7,600,D,3,54,ALW,66000,416,125,Dylan Davis,860,5
BEL,11/10/2019,3,7,600,D,3,60,CLM,28000,223,123,Kendrick Carmouche,410,1
SAR,17/08/2019,11,8,700,D,4,32,ALW,80000,641,124,Eric Cancel,4275,8
BEL,15/06/2019,5,5,850,I,2,56,STR,55000,347,126,Manuel Franco,145,3
AQU,16/03/2019,3,3,600,D,3,45,STK,100000,240,122,Dylan Davis,300,2
SAR,19/07/2019,6,5,850,T,2,130,STR,60000,404,125,Manuel Franco,970,7
AQU,15/02/2019,7,5,800,D,3,54,AOC,75000,408,121,Junior Alvarado,150,2
AQU,08/03/2019,2,3,800,D,3,54,AOC,75000,125,123,Junior Alvarado,175,2
AQU,21/11/2019,7,4,850,T,1,162,AOC,85000,349,121,Junior Alvarado,830,5
AQU,02/11/2019,9,3,900,D,3,76,STK,150000,430,118,Harry Hernandez,2030,8
BEL,09/05/2019,1,5,800,T,1,162,AOC,85000,305,122,Junior Alvarado,650,5
BEL,28/09/2019,8,4,900,D,3,20,STK,300000,443,123,Manuel Franco,3825,3
AQU,02/02/2019,1,5,800,D,3,54,SHP,45000,1220,123,Dylan Davis,210,1
AQU,01/03/2019,2,5,800,D,3,54,STR,48000,126,123,Dylan Davis,170,3
AQU,30/03/2019,5,1,800,D,3,54,SST,60000,347,122,Dylan Davis,200,8
AQU,20/12/2019,2,3,800,D,3,54,CLM,28000,1259,126,Eric Cancel,610,3
AQU,09/03/2019,5,8,800,D,3,54,ALW,64000,232,114,Joey R. Martinez,2425,4
AQU,20/04/2019,3,7,800,D,4,54,CLM,38000,236,124,Irad Ortiz Jr.,40,1
AQU,03/11/2019,8,1,1200,T,1,123,STK,125000,321,122,Manuel Franco,1360,2
AQU,30/11/2019,9,10,1100,T,1,62,STK,400000,346,124,Junior Alvarado,920,10
BEL,20/06/2019,1,2,800,D,5,52,CLM,50000,305,125,Jose L. Ortiz,620,4
BEL,05/07/2019,7,5,1200,T,2,126,STK,100000,450,123,Joel Rosario,610,4
AQU,11/01/2019,7,4,700,D,3,44,ALW,64000,359,123,Dylan Davis,1050,9
AQU,22/03/2019,7,2,600,D,4,45,CLM,36000,452,120,Carlos J. Hernandez,600,3
AQU,24/11/2019,5,7,600,D,4,40,CLM,36000,219,117,Benjamin Hernandez,1370,8
AQU,30/11/2019,10,8,600,D,3,45,CLM,28000,414,120,Luis A. Rodriguez Castro,1240,3
AQU,21/12/2019,6,14,650,D,3,54,CLM,28000,303,122,Luis A. Rodriguez Castro,1260,6
BEL,13/06/2019,1,5,650,D,4,54,CLM,28000,305,123,Joel Rosario,175,3
SAR,09/08/2019,1,5,550,T,2,45,CLM,48000,100,122,Joel Rosario,720,3
BEL,27/05/2019,5,1,800,T,1,142,STK,125000,340,119,Javier Castellano,55,1
BEL,22/09/2019,9,9,900,I,2,189,STK,125000,514,124,Javier Castellano,50,1
BEL,19/10/2019,9,4,850,I,2,76,STK,200000,448,123,Javier Castellano,35,1
BEL,27/06/2019,3,1,700,D,3,48,CLM,28000,407,126,Jose L. Ortiz,325,1
SAR,24/08/2019,8,2,850,T,2,80,STK,400000,337,118,Javier Castellano,365,4
AQU,18/04/2019,7,6,650,D,3,38,AOC,75000,442,120,Manuel Franco,170,3
SAR,03/08/2019,10,10,800,I,2,82,STK,100000,623,122,Manuel Franco,770,6
AQU,30/03/2019,1,4,700,D,3,44,SST,45000,130,124,Victor R. Carrasco,325,2
AQU,12/01/2019,2,5,550,D,3,54,CLM,32000,100,121,Rafael Manuel Hernandez,305,2
AQU,08/02/2019,3,3,600,D,4,48,CLM,46000,156,112,Benjamin Hernandez,210,1
AQU,03/03/2019,6,2,600,D,3,48,CLM,46000,327,114,Benjamin Hernandez,190,5
